Kode Item,Nama Item,Satuan Standar,Jumlah_Bulan_Data,Jumlah_Bulan_Terjual,Total_Permintaan,Rata_Rata_Permintaan,Maksimum_Permintaan,Status_Kelayakan
ICM-LXL,INCOME LATEX L,BOX,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
ICM-LXM,INCOME LATEX M,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
ICM-LXS,INCOME LATEX S,BOX,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
IFSD,INFUS SET DEWASA,PCS,33,1,400.0,12.121212121212121,400.0,Data Terlalu Sedikit
IFW,INFANT WARMER,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
ILDI-S10,Iliadin Spray 10ml,BTL,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
ILDI-SA10,"Iliadin Spray Anak 0,025%",BTL,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
IMFORT,IMBOOST FORCE TAB,TAB,33,1,520.0,15.757575757575758,520.0,Data Terlalu Sedikit
INCIDAL,INCIDAL TAB,TAB,33,1,320.0,9.696969696969697,320.0,Data Terlalu Sedikit
INERSONCR,INERSON 15 GR,TUBE,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
INNERPLAS5,INNER PLASTIK SAFETY BOX 5 L,PCS,33,1,200.0,6.0606060606060606,200.0,Data Terlalu Sedikit
INPS-100,INPEPSA 100,BTL,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
INTRSC,SET INSTRUMENT SC,SET,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
IOP-XS,ION PLUS LATEX FREE POWDER ''XS'',BOX,33,1,30.0,0.9090909090909091,30.0,Data Terlalu Sedikit
IP,INFUS PUMP,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
ISD-02,INFUS SET DEWASA,BOX,34,2,48.0,1.411764705882353,40.0,Data Terlalu Sedikit
ISD-02,INFUS SET DEWASA,PCS,35,1,1000.0,28.571428571428573,1000.0,Data Terlalu Sedikit
ISDN,TAB ISDN TAB 10MG,BOX,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
ISDN5,Isosorbit Dinitrate (ISDN) 5mg Tab,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
ISOPORE,1/2 SURGICAL TAPE PLESTER ISOPORE 1/2 INC INC,BOX,33,1,6.0,0.18181818181818182,6.0,Data Terlalu Sedikit
ISTD,INFUS SET TERUMO DEWASA,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
ISTP,ISI STAPLES,BUAH,33,1,80.0,2.4242424242424243,80.0,Data Terlalu Sedikit
IV,18G IV CHATETER NO 18G,PCS,35,2,300.0,8.571428571428571,200.0,Data Terlalu Sedikit
IV,20G B IV CHATETER NO 20G Box @50,PCS,36,1,100.0,2.7777777777777777,100.0,Data Terlalu Sedikit
IV,20G IV CHATETER NO 20G,PCS,35,3,240.0,6.857142857142857,130.0,Layak Diprediksi
IV,22G IV CHATETER NO 22G,PCS,35,3,780.0,22.285714285714285,400.0,Layak Diprediksi
IV,24G B IV CHATETER NO 24G Box @50,PCS,36,1,100.0,2.7777777777777777,100.0,Data Terlalu Sedikit
IV,24G IV CHATETER NO 24G,PCS,36,4,660.0,18.333333333333332,400.0,Layak Diprediksi
IVB,22G IV CHATETER NO 22G Box @50,PCS,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
IVC,22 IV CHATETER NO 22G,BOX,35,1,10.0,0.2857142857142857,10.0,Data Terlalu Sedikit
IVC,24 IV CHATETER NO 24G,BOX,35,1,10.0,0.2857142857142857,10.0,Data Terlalu Sedikit
IVC,26 IV CHATETER NO 26G,BOX,35,2,3.0,0.08571428571428572,2.0,Data Terlalu Sedikit
JARD25,JARDIANCE 25 MG,BOX,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
JPN-600,OMRON AUTOMATIC BLOOD PRESSURE MONITOR,UNIT,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
JRMS25,Jarum Spinal 25,PCS,33,1,19.0,0.5757575757575758,19.0,Data Terlalu Sedikit
KACASANDBLA,SANDBLAST KACA ST,SET,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
KAMLET,Kamper Toilet,PAK,33,2,65.0,1.9696969696969697,50.0,Data Terlalu Sedikit
KANEBO,KANEBO,PCS,33,2,42.0,1.2727272727272727,30.0,Data Terlalu Sedikit
KCBW-58,KEMOCENG BENANG WARNA 58CM,BUAH,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
KEKG12,KERTAS EKG 12 CHANEL 210mm*20mm,PAK,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
KEKG1230,KERTAS EKG 12 CHANEL 210mm*30m,PAK,33,2,44.0,1.3333333333333333,24.0,Data Terlalu Sedikit
KERPF100-BERNO,Ketoprofen 100mg Tab - Bernofarm,TAB,33,1,1500.0,45.45454545454545,1500.0,Data Terlalu Sedikit
KERPFINJ-BERNO,Ketoprofen Inj - Bernofarm,VIAL,33,1,1000.0,30.303030303030305,1000.0,Data Terlalu Sedikit
KERTRM-80*80,KERTAS TERMAL 80*80,ROL,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
KESET,RAJUT KAIN KESET RAJUT/ANYAM,PCS,33,2,30.0,0.9090909090909091,20.0,Data Terlalu Sedikit
KETLAC,Tab Ketorolac Tab 10mg Bernofarm,BOX,34,1,2.0,0.058823529411764705,2.0,Data Terlalu Sedikit
KETLAC,Tab Ketorolac Tab 10mg Bernofarm,TAB,35,1,540.0,15.428571428571429,540.0,Data Terlalu Sedikit
KETLAC10,- Inj Ketorolac 10mg/1ml Inj,AMPUL,33,1,800.0,24.242424242424242,800.0,Data Terlalu Sedikit
KETLAC30,- Inj Ketorolac 30mg/1ml Inj,AMPUL,34,2,469.0,13.794117647058824,450.0,Data Terlalu Sedikit
KETLAC30,- Inj Ketorolac 30mg/1ml Inj,BOX,35,1,50.0,1.4285714285714286,50.0,Data Terlalu Sedikit
KETLAC30-INJ,Ketorolac 30mg/1ml Inj,AMPUL,33,1,250.0,7.575757575757576,250.0,Data Terlalu Sedikit
KETOCR,Ketoconazole Krim,TUBE,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
KHDMI-1.5,KABEL HDMI (1.5M),BUAH,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
KIT,INTUBASI KIT INTUBASI,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
KIT-HANR500,KITARO HANDRUB 500ml,BTL,33,1,6.0,0.18181818181818182,6.0,Data Terlalu Sedikit
KJO,KERANJANG OBAT,BUAH,33,1,6.0,0.18181818181818182,6.0,Data Terlalu Sedikit
KK,KALKULATOR,BUAH,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
KLP-10X10,Kassa Lipat Polos 10cm x 10cm,PAK,33,19,935.0,28.333333333333332,100.0,Layak Diprediksi
KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),PAK,33,16,409.0,12.393939393939394,100.0,Layak Diprediksi
"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",PAK,33,21,1185.0,35.90909090909091,110.0,Layak Diprediksi
KLX-R,Kassa Lipat X-Ray 10cm x 10cm,PAK,33,10,215.0,6.515151515151516,30.0,Layak Diprediksi
KLX-R5,Kassa Lipat X-Ray 5cm x 5cm,PAK,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
KPB,KERTAS PUYER BERLOGO,DUS,33,2,12.0,0.36363636363636365,8.0,Data Terlalu Sedikit
KPBP,KERTAS PUYER BERLOGO,DUS,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
KPLB,KANTONG PLASTIK BENING,PAK,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
KPLB5,KANTONG PLASTIK BENING UK 5,PAK,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
KPMB,KERTAS PERKAMEN BIASA,PAK,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
KPSPMB-250,Kapas Putih / Kapas Pembalut Om 250 Gr,ROL,33,1,28.0,0.8484848484848485,28.0,Data Terlalu Sedikit
KPVI-1L,KITARO POVIDONE IODINE 1 L,BTL,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
KR-SR-5L,KARBOL SEREH 5L,DRIGEN,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
KRR,KURSI RODA,UNIT,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
KSG,80*40 KASA GULUNG 80*40,ROL,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
LA-H19SL,LEMARI ARSIP H19 SL,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
LAB,T&J 121 LABEL TOM & JERRY NO. 121,PAK,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
LABEL,OBAT LABEL ETIKET OBAT,PAK,33,1,130.0,3.9393939393939394,130.0,Data Terlalu Sedikit
LAMP,LAMPU OPERASI MINDRAY HyleD 760 OPERATION,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
LANSO30,Lansoprazole 30 mg nufarindo,BOX,33,2,21.0,0.6363636363636364,20.0,Data Terlalu Sedikit
LARI1000MG,LARCE 1000 mg INJEKSI,AMPUL,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
LASF20,LARUTAN ASAM SULFOSALISILAT 20%,BTL,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
LBNK1.5,Lakban 1.5 inc Kuning,PCS,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
LBNM1.5,Lakban 1.5 inc Merah,PCS,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
LEVOTAB,LEVOPAR TAB,BOX,33,7,210.0,6.363636363636363,50.0,Layak Diprediksi
LEVXC500,Levofloxacin 500mg Tab - Berno,BOX,34,1,10.0,0.29411764705882354,10.0,Data Terlalu Sedikit
LEVXC500,Levofloxacin 500mg Tab - Berno,TAB,35,1,1000.0,28.571428571428573,1000.0,Data Terlalu Sedikit
LEVXC500-INF,Levofloxacin Infus 500MG/100ML,BTL,33,3,120.0,3.6363636363636362,40.0,Layak Diprediksi
LGN-RTA,LUNGENE COVID-19 ANTIGEN RAPID TEST,BOX,33,5,100.0,3.0303030303030303,20.0,Layak Diprediksi
LIDC2,- Inj Lidocain HCL Inj 2% 2ML - Berno,AMPUL,35,1,100.0,2.857142857142857,100.0,Data Terlalu Sedikit
LIDC2,- Inj Lidocain HCL Inj 2% 2ML - Berno,BOX,34,1,1.0,0.029411764705882353,1.0,Data Terlalu Sedikit
LIDC2-INJ,Lidocain Hcl Inj 2% 2ML,AMPUL,33,1,300.0,9.090909090909092,300.0,Data Terlalu Sedikit
LISNOP10,LISINOPRIL 10MG DEXA,TAB,33,1,1000.0,30.303030303030305,1000.0,Data Terlalu Sedikit
LISNOP5,LISINOPRIL 5MG DEXA,TAB,33,1,750.0,22.727272727272727,750.0,Data Terlalu Sedikit
LKP7.5X4.5,Leukoplast 1625H (7.5cm X 4.5M),ROL,33,1,25.0,0.7575757575757576,25.0,Data Terlalu Sedikit
LMA-3,Laryngeal Mask Airway (LMA) No. 3,PCS,33,1,38.0,1.1515151515151516,38.0,Data Terlalu Sedikit
LNP-ANAK,LARYNGOSKOP ANAK,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
LNP-BAYI,LARYNGOSKOP BAYI,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
LNP-DWS,LARYNGOSKOP DEWASA,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
LOBBYDUS,LOBBY DUSTER 90 CM,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
LOPRM2,LOPERAMIDE 2MG TAB,BOX,33,2,2.0,0.06060606060606061,1.0,Data Terlalu Sedikit
LORAT-TABTRFA,LORATADINE TAB - TRIFA,BOX,35,1,1.0,0.02857142857142857,1.0,Data Terlalu Sedikit
LORAT-TABTRFA,LORATADINE TAB - TRIFA,TAB,34,1,300.0,8.823529411764707,300.0,Data Terlalu Sedikit
LORATD10,Loratadine 10mg Tab,TAB,33,2,800.0,24.242424242424242,500.0,Data Terlalu Sedikit
LPO-AV,LAMPU OPERASI,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
LPT,LAMPU TINDAKAN,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
LS-100HD,AUTOCLAVE GEA LS-100HD,UNIT,33,2,2.0,0.06060606060606061,1.0,Data Terlalu Sedikit
LYS20M,LYSE 20 M,BTL,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
MAP-K,MAP KERTAS,PAK,33,2,30.0,0.9090909090909091,20.0,Data Terlalu Sedikit
MAPP-001,MAP SNLHECTER PLASTIK,PAK,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
MASFP-6.5,SURGICAL GLOVE STERILE FREE POWDER 6.5 MAS,PCS,33,4,2000.0,60.60606060606061,800.0,Layak Diprediksi
MASFP-7,SURGICAL GLOVE STERILE FREE POWDER 7 MAS,PCS,33,4,2000.0,60.60606060606061,800.0,Layak Diprediksi
MASFP-7.5,SURGICAL GLOVE STERILE FREE POWDER 7.5 MAS,PCS,33,4,2000.0,60.60606060606061,800.0,Layak Diprediksi
MASFP-8,SURGICAL GLOVE STERILE FREE POWDER 8 MAS,PCS,33,1,200.0,6.0606060606060606,200.0,Data Terlalu Sedikit
MASKN95,MASKER N95 5 PLY,BOX,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
MDXS,140 MODEXA SPRAY 140,BTL,33,1,14.0,0.42424242424242425,14.0,Data Terlalu Sedikit
MECBN,- Inj Mecobalamin Inj - Berno,AMPUL,34,1,100.0,2.9411764705882355,100.0,Data Terlalu Sedikit
MECBN,- Inj Mecobalamin Inj - Berno,BOX,35,1,20.0,0.5714285714285714,20.0,Data Terlalu Sedikit
MECBN-INJ,Mecobalamin Inj,AMPUL,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
MEFEAC500,Mefenamat Acid 500mg Tab Triman,BOX,34,2,3.0,0.08823529411764706,2.0,Data Terlalu Sedikit
MEFEAC500,Mefenamat Acid 500mg Tab Triman,TAB,35,2,2240.0,64.0,1240.0,Data Terlalu Sedikit
MEFEACB500,Mefenamat Acid 500mg Tab Bernofarm,TAB,33,1,1000.0,30.303030303030305,1000.0,Data Terlalu Sedikit
MEFN-500,MEFINAL 500,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
MELOX-7.5HJ,Meloxicam HJ 7.5mg,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
MELOX15,Meloxicam 15mg - Berno,BOX,33,1,15.0,0.45454545454545453,15.0,Data Terlalu Sedikit
MERSB5INJ-MERSI,Mersibion 5000 Inj Box 100 amp @ 3ml - Mersi,AMPUL,33,1,300.0,9.090909090909092,300.0,Data Terlalu Sedikit
MERSIB,Inj Mersibion inj,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
METF500,METFORMIN 500 mg Tab Bernofarm,BOX,35,1,50.0,1.4285714285714286,50.0,Data Terlalu Sedikit
METF500,METFORMIN 500 mg Tab Bernofarm,TAB,34,2,11900.0,350.0,6900.0,Data Terlalu Sedikit
METFT500,METFORMIN 500 mg Tab Bernofarm,TAB,33,1,4600.0,139.3939393939394,4600.0,Data Terlalu Sedikit
METHYL125,Inj METHYLPREDNISOLON 125MG INJ,BOX,34,4,74.0,2.176470588235294,50.0,Layak Diprediksi
METHYL125,Inj METHYLPREDNISOLON 125MG INJ,TAB,35,2,2700.0,77.14285714285714,1700.0,Data Terlalu Sedikit
METHYL4,Methylprednisolon 4mg,BOX,34,1,30.0,0.8823529411764706,30.0,Data Terlalu Sedikit
METHYL4,Methylprednisolon 4mg,TAB,35,1,500.0,14.285714285714286,500.0,Data Terlalu Sedikit
METHYL4D,Methylprednisolone 4 MG DEXA,BOX,35,1,2.0,0.05714285714285714,2.0,Data Terlalu Sedikit
METHYL4D,Methylprednisolone 4 MG DEXA,TAB,34,1,500.0,14.705882352941176,500.0,Data Terlalu Sedikit
METHYL8,Methylprednisolon 8mg,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
METHYLERGO1,METHYLERGOMETRINE MALEATE 0.125 MG 25,TAB,33,1,200.0,6.0606060606060606,200.0,Data Terlalu Sedikit
METMZ,Inj Metamizol Sodium Monohydrate Inj 1000mg/2ml @100 amp Bernofarm,AMPUL,33,2,400.0,12.121212121212121,300.0,Data Terlalu Sedikit
METR500,Metronidazole 500mg Tab,BOX,34,2,11.0,0.3235294117647059,10.0,Data Terlalu Sedikit
METR500,Metronidazole 500mg Tab,TAB,35,3,1500.0,42.857142857142854,500.0,Layak Diprediksi
METRDI500,Metronidazole Infus 500mg/100ml,BTL,33,5,510.0,15.454545454545455,200.0,Layak Diprediksi
METROBER100,METRONIDAZOLE INFUS 100ML BERNO,BTL,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
MGSO20,MAGNESIUM SULFATE 20,AMPUL,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
MGSO40,Magnesium Sulfate 40% 25ml,AMPUL,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
MICROP,100- MICROPIPET ADJ 100-1000 10000,BOX,34,1,1.0,0.029411764705882353,1.0,Data Terlalu Sedikit
MICROP,5-50 MICROPIPET ADJ 5-50,BOX,35,1,1.0,0.02857142857142857,1.0,Data Terlalu Sedikit
MIXA,Mixalgin,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
MJ-GYN,MEJA GYNECOLOGI,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
MK-S7,SYRINGE PUMP S7 SMART WITH PROTECT FRAME,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
MK-V7,INFUSION PUMP V7 SMART WITH PROTECT FRAME,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
MK01-100,SINGLE HEAD STETHOSCOPE,PCS,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
MK01-104,DUAL HEAD STETHOSCOPE,PCS,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
MK04-115,ELECTROSURGICAL PENCIL MK04-115,PCS,33,11,2549.0,77.24242424242425,500.0,Layak Diprediksi
MK07-301,MEDICAL PEN TYPE FLASHLIGHTHS,PCS,33,1,15.0,0.45454545454545453,15.0,Data Terlalu Sedikit
MK07-353,OTOSCOPE MK07-353,UNIT,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
MK08-500A,MEDCO BLOOD LANCET 100PCS/BOX,BOX,33,2,30.0,0.9090909090909091,20.0,Data Terlalu Sedikit
MK08-503B,STERILE SAFETY LANCET MK08-503B,BOX,33,8,297.0,9.0,75.0,Layak Diprediksi
MK08-565,MASKER MULTI ONE PLUS 3PLY EARLOOP,BOX,33,7,835.0,25.303030303030305,300.0,Layak Diprediksi
MK09-135,NASAL OXYGEN CANNULA ADULT,PCS,33,3,900.0,27.272727272727273,300.0,Layak Diprediksi
MK09-231,LATEX FOLEY CATHETER 2-WAY FR16,PCS,33,3,249.0,7.545454545454546,200.0,Layak Diprediksi
MK09-231-2,LATEX FOLEY CATHETER 2-WAY FR18,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
MKOA-NRM,Masker Oksigen Anak NRM,PCS,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
MKOA-RM,Masker Oksigen Anak RM,PCS,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
MKOD-NRM,Masker Oksigen Dewasa NRM,PCS,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
MKOD-RM,Masker Oksigen Dewasa RM,PCS,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
MKPB,MAP KANCING PLASTIK BIRU,PAK,33,1,35.0,1.0606060606060606,35.0,Data Terlalu Sedikit
MLXFLU,Molexflu Tab,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
MND-,MASKER NEBULIZER DEWASA ONEHEALTH ONEHEALTH,PCS,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
MND-CH,Masker Nebulizer Dewasa Chrona (L),PCS,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
MOLG,MOLAGIT TAB,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
"MOMTS0,1","Mometasone Cream 0,1% 10gr",TUBE,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
MOXCTAB,Amoxicillin 500mg Tab,TAB,33,2,1627.0,49.303030303030305,1327.0,Data Terlalu Sedikit
MRP,1 INC MICROPORE 1 INCH,BOX,35,1,100.0,2.857142857142857,100.0,Data Terlalu Sedikit
MRP,"1"" MICROPORE 1 INCH",PCS,35,2,310.0,8.857142857142858,250.0,Data Terlalu Sedikit
MRP,"1/2"" MICROPORE 1/2 INCH",PCS,35,1,400.0,11.428571428571429,400.0,Data Terlalu Sedikit
MRSB5INJ-MERSI,Mersibion 5000 Inj Box 10 amp @ 3ml - Mersi,AMPUL,33,1,1700.0,51.515151515151516,1700.0,Data Terlalu Sedikit
MSK3-OMD,MASKER 3 PLY ONEMED,BOX,33,2,75.0,2.272727272727273,60.0,Data Terlalu Sedikit
MSKE3-ALTM,Masker Earloop 3 Ply Altamed,BOX,33,1,37.0,1.121212121212121,37.0,Data Terlalu Sedikit
MSKE3-CH,Masker Earloop 3 Ply Chrona,BOX,33,1,400.0,12.121212121212121,400.0,Data Terlalu Sedikit
MSQ,SET MASQUITO,SET,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
MTCLP5,Metoclopramide 5mg,TAB,33,1,2100.0,63.63636363636363,2100.0,Data Terlalu Sedikit
MTHYL8,METHYLPREDNISOLON 8MG BERNO,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
MVA-C01,MAONO MULTIFUNCTIONAL VOICE AMPLIFIER C01,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
MWR,MOUSE WIRELESS,BUAH,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
MX,6.5 MAXTER NO. 6.5,BOX,35,1,8.0,0.22857142857142856,8.0,Data Terlalu Sedikit
MX,7 MAXTER NO. 7,BOX,35,1,8.0,0.22857142857142856,8.0,Data Terlalu Sedikit
MX,8 MAXTER NO. 8,BOX,35,1,8.0,0.22857142857142856,8.0,Data Terlalu Sedikit
MXLG,MIXALGIN TAB,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
NACL1-BBR,NaCL 0.9% 100ml - BBR,BTL,33,1,150.0,4.545454545454546,150.0,Data Terlalu Sedikit
NACL5,NaCL 0.9% 500ml,BTL,33,1,200.0,6.0606060606060606,200.0,Data Terlalu Sedikit
NATDIK5,Natrium Diklofenac 50mg phapros,BOX,33,2,4.0,0.12121212121212122,3.0,Data Terlalu Sedikit
NC,NESCO COLESTEROL,BOX,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
NC-ALTM,Nurse Cap Altamed,BOX,33,1,38.0,1.1515151515151516,38.0,Data Terlalu Sedikit
NC16,NELATON CHATETER NO 16,PCS,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
NC18,NELATON CHATETER NO 18,PCS,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
NCOA-,NASAL CANUL OXYGEN ANAK ONEHEALTH ONEHEALTH,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
NECK,COLAR L NECK COLAR (CERVICAL COLLAR) L,PCS,34,1,2.0,0.058823529411764705,2.0,Data Terlalu Sedikit
NECK,COLAR NECK COLAR (CERVICAL COLLAR) M M,PCS,35,1,2.0,0.05714285714285714,2.0,Data Terlalu Sedikit
NEDDLE,26G NEDDLE NO 26G,BOX,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
NEG-L,"NITRILE EXAMINATION GLOVES ""L""",BOX,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
NEG-M,"NITRILE EXAMINATION GLOVES ""M""",BOX,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
NEG-S,"NITRILE EXAMINATION GLOVES ""S""",BOX,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
NELLCOBDK,NELLCO BEDAK SALICYL 60GR,BTL,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
NEUROBION,injek NEUROBION INJEKSI 5000,AMPUL,33,1,40.0,1.2121212121212122,40.0,Data Terlalu Sedikit
NEUROBIONFORTE,NEUROBION FORTE TAB 250MG,TAB,33,1,1000.0,30.303030303030305,1000.0,Data Terlalu Sedikit
NEUTAB,Neurosanbe Tablet,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
NGT-16TRM,SELANG NGT 16 TERUMO,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
"NHKLP-7,5X7,5","Nusa Husada Kassa Lipat Polos 7,5cm x 7,5cm",PAK,33,1,60.0,1.8181818181818181,60.0,Data Terlalu Sedikit
NHKLR-10X10,Nusa Husada Kassa Lipat X-Ray 10cm x 10cm,PAK,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
NHKLR-5X5,Nusa Husada Kassa Lipat X-Ray 5cm x 5cm,PAK,33,1,40.0,1.2121212121212122,40.0,Data Terlalu Sedikit
NHWC-211,Disposable Single Heated Wire Breathing Circuit Neonatal w/Chamber NHWC-211,PCS,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
NICRP10,- Inj Nicardipine Inj 10mg,BOX,33,1,15.0,0.45454545454545453,15.0,Data Terlalu Sedikit
NICRP10-INJ,Nicardipine Inj 10mg,AMPUL,33,1,9.0,0.2727272727272727,9.0,Data Terlalu Sedikit
NKS,16X16 KASSA STERIL 16X16,PAK,35,2,2060.0,58.857142857142854,2000.0,Data Terlalu Sedikit
NKS,16X16 KASSA STERIL 16X16,PCS,34,1,1000.0,29.41176470588235,1000.0,Data Terlalu Sedikit
NKSLM,10X10 KASSA STERIL LIMATUEL 10 x 10,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
NKST,16X16 KASSA STERIL 16X16,BOX,34,1,16.0,0.47058823529411764,16.0,Data Terlalu Sedikit
NKST,16X16 KASSA STERIL 16X16,PAK,35,1,115.0,3.2857142857142856,115.0,Data Terlalu Sedikit
NM-USGG5L,NAM MEDICAL ULTRASOUND GEL 5,DRIGEN,33,4,21.0,0.6363636363636364,8.0,Layak Diprediksi
NOC-AO,NASAL OXYGEN CANNULA ADULT ONEMED,PCS,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
NORPN-INJ,Norephineprine Injeksi,AMPUL,33,1,26.0,0.7878787878787878,26.0,Data Terlalu Sedikit
NOVCH300,NOVACHLOR 300 MG,TAB,33,1,300.0,9.090909090909092,300.0,Data Terlalu Sedikit
NTG,INJ 10 NTG INJ 10 MG,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
